Date,Open,High,Low,Close
5/31/18 8:30,7565.0371,7565.5703,7535.4365,7543.7148
5/31/18 8:00,7535.8496,7571.5098,7535.8496,7565.0371
5/31/18 7:30,7548.5137,7552.8594,7532.0215,7535.8496
5/31/18 7:00,7538.5703,7553.7734,7537.4043,7548.5137
5/31/18 6:30,7537.3916,7546.5449,7519.3271,7538.5703
5/31/18 6:00,7532.8965,7540.5293,7510.1543,7537.4697
5/31/18 5:30,7549.9707,7563.876,7525.0254,7532.8965
5/31/18 5:00,7540.9629,7549.9707,7524.9561,7549.9707
5/31/18 4:30,7528.8438,7542.4639,7515.0059,7540.9629
5/31/18 4:00,7562.0059,7569.7949,7504.0898,7528.8438
5/31/18 3:30,7561.9336,7580.0996,7559.5957,7562.0059
5/31/18 3:00,7569.8145,7574.8984,7553.2979,7561.9336
5/31/18 2:30,7598.8926,7598.8926,7563.3242,7568.9014
5/31/18 2:00,7495.1855,7598.8926,7490.7949,7598.8926
5/31/18 1:30,7495.9961,7512.7979,7478.7197,7495.1855
5/31/18 1:00,7489.1094,7511.1084,7475.874,7495.7891
5/31/18 0:30,7375.0703,7498.8672,7372.1563,7489.1094
5/31/18 0:00,7364.3594,7375.9336,7359.8281,7375.0703
5/30/18 23:30,7365.3467,7373.7754,7358.7031,7364.3105
5/30/18 23:00,7342.8408,7368.9248,7340.9463,7365.3467
5/30/18 22:30,7345.7451,7347.8877,7338.9492,7342.8408
5/30/18 22:00,7346.457,7351.625,7339.4502,7345.7451
5/30/18 21:30,7355.2002,7356.75,7335.1035,7345.8545
5/30/18 21:00,7362.4492,7365.2578,7348.4238,7355.2002
5/30/18 20:30,7368.4658,7368.4658,7348.3184,7362.4434
5/30/18 20:00,7374.4727,7376.0957,7344.7178,7368.4658
5/30/18 19:30,7371.0947,7391.6299,7365.2051,7374.4727
5/30/18 19:00,7347.4629,7372.335,7346.2188,7371.0947
5/30/18 18:30,7354.2656,7355.9072,7336.584,7347.4629
5/30/18 18:00,7335.748,7356.9854,7331.1982,7354.1475
5/30/18 17:30,7325.2246,7344.9492,7322.5996,7335.748
5/30/18 17:00,7337.2598,7339.1406,7324.3291,7325.2246
5/30/18 16:30,7328.042,7344.4072,7325.5781,7337.2598
5/30/18 16:00,7310.8828,7341.665,7308.0547,7327.6025
5/30/18 15:30,7302.1113,7316.8496,7291.5234,7310.8828
5/30/18 15:00,7293.8623,7302.5488,7291.5547,7302.1113
5/30/18 14:30,7304.9707,7318.1348,7290.0996,7293.8623
5/30/18 14:00,7316.1455,7320.75,7303.3496,7304.9707
5/30/18 13:30,7308.4932,7319.1504,7297.6602,7316.1455
5/30/18 13:00,7299.3945,7319.209,7286.3701,7308.4932
5/30/18 12:30,7326.3633,7341.8496,7277.2031,7299.3945
5/30/18 12:00,7329.9473,7351.4521,7323.8252,7326.4531
5/30/18 11:30,7337.5166,7357.2285,7325.5293,7329.9473
5/30/18 11:00,7383.0742,7383.0742,7308.2695,7337.5166
5/30/18 10:30,7502.2813,7504.1602,7360.084,7381.3477
5/30/18 10:00,7504.4043,7507.8594,7490.0498,7501.7217
5/30/18 9:30,7499.6768,7517.6045,7489.5244,7504.4043
5/30/18 9:00,7519.7607,7523.5869,7490.5059,7499.6768
5/30/18 8:30,7523.7998,7537.9492,7514.2402,7519.7607
5/30/18 8:00,7501.6797,7530.9492,7489.6104,7523.7998
5/30/18 7:30,7526.8594,7528.7197,7486.5938,7501.9346
5/30/18 7:00,7496.5781,7538.6992,7490.0156,7526.8594
5/30/18 6:30,7501,7511.6465,7483.7959,7496.5781
5/30/18 6:00,7488.3604,7502.625,7470.9395,7501
5/30/18 5:30,7467.2832,7495.3643,7466.7139,7488.3604
5/30/18 5:00,7470.8994,7504.0322,7456.127,7468.0938
5/30/18 4:30,7468.2881,7480.5957,7450.2783,7470.8994
5/30/18 4:00,7488.8018,7490.5459,7467.8945,7468.2881
5/30/18 3:30,7475.9395,7492.3164,7462.7051,7488.8018
5/30/18 3:00,7459.2529,7482.0068,7447.4023,7475.9395
5/30/18 2:30,7504.335,7505.1982,7432.7969,7459.2529
5/30/18 2:00,7495.9961,7527.0693,7495.9961,7504.335
5/30/18 1:30,7500.4883,7504.791,7493.4531,7495.9961
5/30/18 1:00,7486.3496,7506.7021,7485.9004,7500.4883
5/30/18 0:30,7478.4775,7494.6592,7467.3008,7486.3496
5/30/18 0:00,7490.5439,7502.4629,7478.3496,7478.4775
5/29/18 23:30,7480.9521,7496.8457,7476.4795,7490.7939
5/29/18 23:00,7507.127,7507.5986,7473.0791,7481.2529
5/29/18 22:30,7518.6064,7546.0996,7498.6631,7507.127
5/29/18 22:00,7512.1133,7529.127,7506.7949,7518.6064
5/29/18 21:30,7525.8926,7555.582,7507.8574,7512.1133
5/29/18 21:00,7484.0039,7558.5547,7483.9551,7525.8926
5/29/18 20:30,7460.7451,7512.3516,7460.0508,7484.0039
5/29/18 20:00,7464.1191,7465.6719,7441.9492,7460.7451
5/29/18 19:30,7462.6406,7468.2598,7443.7422,7464.0684
5/29/18 19:00,7422.0254,7472.1631,7409.7695,7462.6406
5/29/18 18:30,7459.1895,7469.9131,7403.4131,7422.0254
5/29/18 18:00,7493.2754,7494.7676,7437.5586,7459.1895
5/29/18 17:30,7488.335,7505.8818,7485.002,7493.2754
5/29/18 17:00,7501.543,7510.8086,7480.625,7488.335
5/29/18 16:30,7493.9082,7520,7478.9043,7501.543
5/29/18 16:00,7466.25,7499.9424,7459.9775,7493.9082
5/29/18 15:30,7462.6406,7472.9785,7460.75,7466.25
5/29/18 15:00,7450.9316,7468.9141,7449.623,7462.6406
5/29/18 14:30,7498.793,7501.1602,7439.8525,7450.9316
5/29/18 14:00,7510.5205,7526.4443,7478.4521,7498.793
5/29/18 13:30,7426.6992,7516.9297,7422.6348,7510.8828
5/29/18 13:00,7431.6445,7435.8955,7414.3594,7426.6992
5/29/18 12:30,7421.4932,7443.0439,7421.4932,7431.6445
5/29/18 12:00,7424.9727,7446.9199,7418.2734,7421.4932
5/29/18 11:30,7400.3223,7431.5508,7399.9727,7424.9727
5/29/18 11:00,7416.2207,7419.999,7392.5107,7400.3223
5/29/18 10:30,7411.4941,7429.2148,7411.4941,7416.2207
5/29/18 10:00,7451.0703,7470.8867,7402.4922,7411.4941
5/29/18 9:30,7448.9893,7452.167,7427.1016,7451.0703
5/29/18 9:00,7405.7285,7473.4004,7404.6133,7448.9893
5/29/18 8:30,7389.7871,7415.9971,7386.043,7405.7285
5/29/18 8:00,7397.4492,7439.874,7381.877,7389.7871
5/29/18 7:30,7401.5996,7476.166,7388.1797,7397.4492
5/29/18 7:00,7178.5596,7434.4492,7178.5596,7401.5996
5/29/18 6:30,7142.1152,7196.1055,7130.8203,7178.5596
5/29/18 6:00,7125.9561,7175.4355,7115.6113,7142.1152
5/29/18 5:30,7106.9961,7127.207,7099.2783,7125.9561
5/29/18 5:00,7119.4141,7124.7432,7093.4229,7106.9961
5/29/18 4:30,7106.2324,7124.9004,7102.5488,7119.4141
5/29/18 4:00,7144.9492,7144.9961,7105.5527,7106.2324
5/29/18 3:30,7132.9863,7145.123,7124.7949,7144.9492
5/29/18 3:00,7091.2754,7151.1709,7090.2988,7132.9863
5/29/18 2:30,7105.5615,7111.998,7086.25,7090.3496
5/29/18 2:00,7103.5645,7111.9717,7090.252,7105.5615
5/29/18 1:30,7091.9531,7107.6094,7071.4902,7103.3418
5/29/18 1:00,7123.5254,7123.5254,7079.2227,7091.9531
5/29/18 0:30,7126.0586,7127.8096,7116.8096,7123.5254
5/29/18 0:00,7116.125,7132.4932,7105.5898,7126.0586
5/28/18 23:30,7109.6035,7123.3848,7107.4209,7116.125
5/28/18 23:00,7106.0508,7129.6328,7101.0713,7109.6035
5/28/18 22:30,7082.2305,7106.0508,7079.9619,7106.0508
5/28/18 22:00,7119.1797,7119.875,7074.7148,7082.2305
5/28/18 21:30,7094.2217,7119.8848,7051.0029,7119.1797
5/28/18 21:00,7116.874,7126.6211,7090.4043,7094.2217
5/28/18 20:30,7115.6533,7127.709,7110.6846,7116.874
5/28/18 20:00,7106.6572,7134.7598,7106.5996,7115.6533
5/28/18 19:30,7100.5,7122.1934,7098.5732,7106.6572
5/28/18 19:00,7137.0996,7139.1875,7100.5,7100.5
5/28/18 18:30,7083.5059,7147.9863,7082.4941,7137.0996
5/28/18 18:00,7156.8418,7170.5332,7082.3652,7083.5059
5/28/18 17:30,7166.4287,7179.1748,7154.3994,7156.8418
5/28/18 17:00,7215.9141,7219.207,7140.0254,7166.4287
5/28/18 16:30,7238.666,7247.8457,7205.6152,7214.7988
5/28/18 16:00,7228.958,7251.9141,7222.3262,7238.666
5/28/18 15:30,7220.8848,7257.5283,7216.002,7225.9326
5/28/18 15:00,7208.6094,7234.3652,7204.5449,7220.8848
5/28/18 14:30,7234.002,7237.7979,7208.6094,7208.6094
5/28/18 14:00,7235.1191,7245.0078,7222.3418,7234.002
5/28/18 13:30,7217.0225,7238.3496,7210.5332,7235.1191
5/28/18 13:00,7215,7227.5449,7193.8652,7217.0225
5/28/18 12:30,7225.75,7229.0566,7205.9727,7215
5/28/18 12:00,7227.9863,7246.2949,7215.3848,7225.75
5/28/18 11:30,7258.418,7266.7148,7209.6641,7227.9863
5/28/18 11:00,7248.7793,7275.7441,7247.8916,7258.418
5/28/18 10:30,7277.7432,7286.0859,7243.6865,7246.0449
5/28/18 10:00,7264.9648,7282.3926,7256.1768,7277.7432
5/28/18 9:30,7269.3428,7281.6563,7258.3096,7264.9648
5/28/18 9:00,7289.0771,7293.3184,7264.7178,7269.3428
5/28/18 8:30,7250.3809,7315.7275,7237.7021,7291.7998
5/28/18 8:00,7221.9482,7263.7432,7179.1563,7250.3809
5/28/18 7:30,7216.0967,7230.5215,7203.2764,7221.9482
5/28/18 7:00,7232.9551,7237.4082,7210.2344,7216.0967
5/28/18 6:30,7234.957,7238.3984,7219.1465,7232.9551
5/28/18 6:00,7221.3828,7241.959,7208.4805,7234.957
5/28/18 5:30,7236.3184,7246.5049,7216.5,7221.3828
5/28/18 5:00,7234.126,7246.4551,7225.8428,7236.3184
5/28/18 4:30,7232.6289,7237.6582,7212.0205,7234.126
5/28/18 4:00,7233.2266,7239.8877,7218.7559,7232.6289
5/28/18 3:30,7238.4551,7240.8262,7209.3203,7232.5596
5/28/18 3:00,7214.043,7247.2783,7210.5605,7238.4551
5/28/18 2:30,7213.0684,7225.0059,7191.0303,7214.043
5/28/18 2:00,7195.4434,7225.375,7182.4492,7213.0684
5/28/18 1:30,7317.3154,7331.2793,7171.7598,7195.4434
5/28/18 1:00,7330.5693,7355.7695,7313.0146,7317.3154
5/28/18 0:30,7386.5723,7390.6914,7309.1738,7330.5693
5/28/18 0:00,7380.4014,7390.2637,7355.2646,7386.4756
5/27/18 23:30,7377.0391,7442.4844,7370.7822,7380.4014
5/27/18 23:00,7365.6445,7384.9844,7358.9268,7377.0391
5/27/18 22:30,7358.3633,7369.2471,7352.4492,7366.9746
5/27/18 22:00,7369.7734,7373.4141,7352.1611,7358.3633
5/27/18 21:30,7339.0371,7385.666,7332.918,7369.7734
5/27/18 21:00,7355.4785,7362.5137,7314.917,7339.0322
5/27/18 20:30,7346.5947,7375.8164,7344.8955,7355.4785
5/27/18 20:00,7345.0381,7349.4971,7335.2852,7346.5947
5/27/18 19:30,7336.5723,7356.3799,7328.1484,7345.0381
5/27/18 19:00,7339.9961,7373.9082,7331.2744,7336.5723
5/27/18 18:30,7324.9238,7344.9902,7324.0166,7339.9961
5/27/18 18:00,7329.7002,7343.9502,7320.5156,7324.9238
5/27/18 17:30,7323.7715,7345.7002,7317.9512,7329.7002
5/27/18 17:00,7314.7402,7333.6758,7300.4648,7323.7715
5/27/18 16:30,7318.3496,7329.7148,7311.9355,7314.7402
5/27/18 16:00,7301.1074,7332.0039,7296.1445,7318.3496
5/27/18 15:30,7293.498,7303.96,7293.2227,7301.1074
5/27/18 15:00,7283.8145,7300.1377,7278.8652,7293.5234
5/27/18 14:30,7284.6152,7284.6152,7283.8203,7283.8203
5/25/18 16:30,7438.2705,7459.1035,7419.7246,7448.0752
5/25/18 16:00,7423.4902,7444.0488,7403.1465,7438.2705
5/25/18 15:30,7400.4639,7434.3506,7368.5469,7423.4902
5/25/18 15:00,7426.2656,7431.0488,7373,7400.4639
5/25/18 14:30,7435.2422,7445.3691,7403.3799,7426.2656
5/25/18 14:00,7429.1211,7448.2051,7399.293,7435.2422
5/25/18 13:30,7443.0781,7463.1729,7413.29,7429.1211
5/25/18 13:00,7470.4102,7481.8154,7419.0547,7443.0781
5/25/18 12:30,7490.3721,7496.999,7456.3008,7470.4102
5/25/18 12:00,7495.2012,7497.8506,7474.5615,7490.3721
5/25/18 11:30,7471.0869,7519.3574,7457.375,7495.2012
5/25/18 11:00,7469.5,7483.7383,7429.2842,7471.082
5/25/18 10:30,7495.3379,7510.9971,7464.8594,7468.0566
5/25/18 10:00,7482.3018,7511.8008,7477.6172,7495.3379
5/25/18 9:30,7499.9395,7501.3545,7465.0254,7482.3018
5/25/18 9:00,7503.3799,7503.5273,7470.1201,7499.9395
5/25/18 8:30,7490.2109,7517.8955,7489.5645,7503.3799
5/25/18 8:00,7454.0293,7535.4648,7453.5957,7490.2109
5/25/18 7:30,7443.3906,7481.4688,7441.002,7454.0293
5/25/18 7:00,7366.9043,7445.9961,7330.7402,7444.0898
5/25/18 6:30,7432.8975,7433.8594,7329.7451,7366.9043
5/25/18 6:00,7410.4746,7470.9717,7410.4746,7432.8975
5/25/18 5:30,7439.0859,7450.4121,7393.5625,7410.4746
5/25/18 5:00,7455.2725,7457.1221,7418.9443,7439.0859
5/25/18 4:30,7417.4785,7460.3242,7414.3447,7452.4551
5/25/18 4:00,7429.1328,7433.5234,7393.124,7417.4785
5/25/18 3:30,7416.3564,7450.8086,7390.0938,7429.1328
5/25/18 3:00,7506.4922,7518.4717,7386.291,7416.3564
5/25/18 2:30,7616.3887,7625.0859,7479.2412,7506.4922
5/25/18 2:00,7627.4814,7654.3691,7606.3047,7616.3887
5/25/18 1:30,7591.749,7642.7539,7590.2813,7627.4814
5/25/18 1:00,7593.4434,7606.6934,7582.5332,7591.749
5/25/18 0:30,7599.3477,7600.9121,7568.7598,7593.4434
5/25/18 0:00,7599.3984,7618.4775,7590.0059,7599.3477
5/24/18 23:30,7608.8174,7610.0645,7576.0488,7598.6357
5/24/18 23:00,7628.834,7632.1113,7584.0488,7608.8174
5/24/18 22:30,7590.6973,7655.1504,7589.5371,7628.834
5/24/18 22:00,7564.0107,7595.1953,7555.8145,7590.6973
5/24/18 21:30,7532.252,7571.6328,7529.8516,7564.0107
5/24/18 21:00,7556.1992,7564.8467,7521.1348,7532.252
5/24/18 20:30,7560.1445,7565.7227,7527.2471,7556.1992
5/24/18 20:00,7581.0488,7583.8447,7545.334,7560.1445
5/24/18 19:30,7600.6797,7601.7793,7542.2012,7581.0488
5/24/18 19:00,7579.1309,7621.5928,7568.3525,7600.6797
5/24/18 18:30,7556.0693,7592.2793,7545.207,7579.1309
5/24/18 18:00,7536.6689,7556.0693,7519.1934,7556.0693
5/24/18 17:30,7490.3174,7538.6797,7483.4502,7536.6689
5/24/18 17:00,7552.4492,7560.7188,7479.0078,7490.3174
5/24/18 16:30,7532.3779,7565.584,7512.7383,7552.4492
5/24/18 16:00,7581.6367,7582.0313,7530.8584,7532.3779
5/24/18 15:30,7577.9238,7592.8945,7559.4629,7581.6367
5/24/18 15:00,7589.3311,7629.9658,7560.0059,7577.9238
5/24/18 14:30,7549.0527,7599.4648,7540.957,7589.3311
5/24/18 14:00,7512.8848,7568.9961,7487.9668,7549.0527
5/24/18 13:30,7488.333,7532.6025,7484.8535,7512.8848
5/24/18 13:00,7520.2695,7539.1738,7446.1543,7488.333
5/24/18 12:30,7524.6182,7525.7754,7485.4424,7520.2695
5/24/18 12:00,7560.9697,7562.8145,7521.7588,7524.6182
5/24/18 11:30,7504,7570.9961,7504,7560.9697
5/24/18 11:00,7506.1484,7528.3652,7491.123,7504
5/24/18 10:30,7499.3486,7568.8887,7494.6289,7506.1484
5/24/18 10:00,7492.5537,7502.8301,7461.8359,7499.3506
5/24/18 9:30,7517.1563,7526.0928,7476.2246,7492.5537
5/24/18 9:00,7505.9609,7531.7969,7485.0547,7517.1563
5/24/18 8:30,7339.418,7534.9844,7283.7119,7505.9609
5/24/18 8:00,7365.8174,7368.1563,7318.1475,7339.418
5/24/18 7:30,7377.4707,7383.3457,7345.1738,7365.8174
5/24/18 7:00,7344.5508,7400.7754,7342.7207,7377.4707
5/24/18 6:30,7343.8467,7370.0605,7299.5117,7344.5508
5/24/18 6:00,7372.9521,7407.335,7326.9795,7343.8467
5/24/18 5:30,7327.1572,7393.0918,7319.2695,7372.9424
5/24/18 5:00,7401.8662,7418.7891,7267.3896,7327.1572
5/24/18 4:30,7415.5195,7424.1504,7373.791,7401.8662
5/24/18 4:00,7556.7813,7561.7246,7400.3281,7414.0518
5/24/18 3:30,7649.9619,7655.6377,7533.3896,7556.7813
5/24/18 3:00,7654.2119,7679.4727,7644.8467,7649.9619
5/24/18 2:30,7663.5947,7668.2158,7630.0029,7654.2119
5/24/18 2:00,7686.6094,7700.8789,7664.0557,7664.1963
5/24/18 1:30,7710.5547,7711.6504,7666.665,7686.6094
5/24/18 1:00,7722.6895,7723.6191,7698.4688,7710.5547
5/24/18 0:30,7716.2656,7729.0039,7693.3672,7723.5996
5/24/18 0:00,7615.0361,7717.4932,7612.3691,7716.2656
5/23/18 23:30,7620.7617,7652.1992,7604.6348,7614.9219
5/23/18 23:00,7581.5039,7641.0449,7566.1211,7620.7617
5/23/18 22:30,7592.5391,7596.5049,7561.0771,7581.5039
5/23/18 22:00,7599.9766,7624.8105,7588.9814,7592.5391
5/23/18 21:30,7620.0059,7620.0059,7578.5752,7599.9766
5/23/18 21:00,7577.3301,7644.2637,7572.7471,7620.0059
5/23/18 20:30,7574.1797,7607.9795,7562.8838,7577.3301
5/23/18 20:00,7504.6348,7596.4268,7503.5977,7574.1797
5/23/18 19:30,7477.1348,7553.9229,7475.9736,7504.6348
5/23/18 19:00,7551.7422,7580.8477,7464.8799,7477.1348
5/23/18 18:30,7594.0059,7596.1377,7544.9268,7551.7422
5/23/18 18:00,7638.9355,7646.5459,7585.0352,7594.0059
5/23/18 17:30,7570.2461,7639.9727,7565.248,7639.2109
5/23/18 17:00,7589.9961,7597.0498,7567.3496,7570.2461
5/23/18 16:30,7588.3047,7592.3262,7524.9961,7589.9961
5/23/18 16:00,7594.5439,7648.9717,7584.6377,7588.3047
5/23/18 15:30,7526.5156,7611.3262,7524.5107,7594.5439
5/23/18 15:00,7498.7617,7551.0117,7497.7334,7526.5156
5/23/18 14:30,7533.6025,7548.4531,7452.6348,7498.7617
5/23/18 14:00,7513.0391,7544.71,7457.3945,7533.6025
5/23/18 13:30,7525.4404,7562.0732,7434.6465,7513.0391
5/23/18 13:00,7612.5059,7627.0469,7506.5947,7525.4404
5/23/18 12:30,7633.2236,7654,7596.7383,7612.5059
5/23/18 12:00,7712.4395,7712.7031,7549.1035,7633.1992
5/23/18 11:30,7840.1875,7842.0801,7668.5059,7712.4395
5/23/18 11:00,7886.1738,7899.9863,7837.0684,7840.1875
5/23/18 10:30,7866.3975,7891.4199,7863.1514,7886.1738
5/23/18 10:00,7900.6035,7906.6719,7860.6094,7866.3975
5/23/18 9:30,7906.5811,7937.5449,7898.8105,7900.6035
5/23/18 9:00,7909.2754,7912.6523,7883.2051,7906.5811
5/23/18 8:30,7870.0752,7933.3164,7864.877,7909.2754
5/23/18 8:00,7856.4209,7875.9893,7848.1045,7870.0752
5/23/18 7:30,7842.7969,7876.792,7832.248,7856.4258
5/23/18 7:00,7853.3115,7875.9072,7808.542,7842.7969
5/23/18 6:30,7891.5713,7891.5713,7837.7441,7853.3115
5/23/18 6:00,7850.3145,7904.7686,7850.3145,7891.5713
5/23/18 5:30,7818.959,7867.5,7816.0391,7850.3145
5/23/18 5:00,7851.5996,7864.7754,7809.8438,7818.959
5/23/18 4:30,7823.8809,7854.6543,7811.373,7851.5996
5/23/18 4:00,7859.9785,7887.0586,7817.5254,7823.8809
5/23/18 3:30,7885.7754,7908.4092,7814.3223,7859.9785
5/23/18 3:00,7944.7021,7947.8271,7883.1055,7885.7813
5/23/18 2:30,7934.9883,7956.3945,7926.6807,7944.7021
5/23/18 2:00,7914.8994,7940.2656,7902.5605,7934.9883
5/23/18 1:30,7921.4189,7933.6953,7910.4746,7914.8994
5/23/18 1:00,7898.4902,7923.623,7890.0254,7921.4189
5/23/18 0:30,7897.4102,7916.1777,7877.8652,7898.4902
5/23/18 0:00,7951.2051,7957.5342,7891.3818,7897.4102
5/22/18 23:30,7946.083,7967.543,7938.7305,7952.127
5/22/18 23:00,7904.0898,7946.083,7892.418,7946.083
5/22/18 22:30,7905.7451,7921.4004,7897.3535,7904.0898
5/22/18 22:00,7911.2822,7913.7959,7871.3398,7905.7451
5/22/18 21:30,7880.2295,7919.9961,7872,7911.2822
5/22/18 21:00,7958.46,7959.46,7863.6055,7880.2295
5/22/18 20:30,8008.249,8018.4336,7953.5127,7958.46
5/22/18 20:00,7986.0547,8030.1406,7986.0049,8008.3994
5/22/18 19:30,7986.998,8022.3789,7985.1494,7986.0547
5/22/18 19:00,7970.5654,8030.6191,7969.8643,7986.998
5/22/18 18:30,8069.5371,8075.6523,7953.4854,7970.5654
5/22/18 18:00,8070.1631,8100.5293,8068.6533,8069.5371
5/22/18 17:30,8074.9023,8106.7754,8068.3408,8070.0449
5/22/18 17:00,8108.5234,8108.6699,8051.9873,8074.9023
5/22/18 16:30,8186.9219,8200.0332,8086.1826,8108.5234
5/22/18 16:00,8186.3945,8191,8164.4805,8186.9219
5/22/18 15:30,8180.0293,8190.959,8162.5645,8186.3945
5/22/18 15:00,8215.0996,8224.5986,8179.3418,8180.0293
5/22/18 14:30,8202.4209,8222,8197.6865,8215.0996
5/22/18 14:00,8208.2227,8214.4941,8186.0039,8202.4209
5/22/18 13:30,8230.6133,8230.6133,8208.2227,8208.2227
5/22/18 13:00,8220.0762,8235.9404,8210.0703,8230.6133
5/22/18 12:30,8243.9541,8243.9541,8215.4727,8220.0762
5/22/18 12:00,8230.1797,8247.6211,8226.5,8243.9541
5/22/18 11:30,8240.3027,8242.25,8222.8301,8230.1797
5/22/18 11:00,8227.5967,8246.6709,8211.3789,8240.3027
5/22/18 10:30,8232.8145,8243.1563,8226.0781,8227.5967
5/22/18 10:00,8220.6826,8233.8232,8196.0225,8232.8145
5/22/18 9:30,8196.2451,8231.9512,8193.751,8220.6826
5/22/18 9:00,8170.4248,8209.4824,8170.3721,8196.2451
5/22/18 8:30,8179.125,8180.7803,8137.5664,8170.4248
5/22/18 8:00,8200.6914,8210.877,8152.7939,8179.125
5/22/18 7:30,8226.332,8241.75,8197.6221,8200.6914
5/22/18 7:00,8263.2119,8266.9668,8223.4111,8226.332
5/22/18 6:30,8252.7461,8268.9854,8242.6982,8263.2119
5/22/18 6:00,8235.5439,8257.4844,8235.2217,8252.7461
5/22/18 5:30,8256.0557,8259.1953,8221.168,8235.5439
5/22/18 5:00,8290.9482,8291.0508,8234.373,8256.0557
5/22/18 4:30,8310.2354,8316.4844,8290.9043,8290.9482
5/22/18 4:00,8313.3066,8314.0996,8295.8438,8309.498
5/22/18 3:30,8324.1201,8325.6348,8301.1758,8313.3066
5/22/18 3:00,8318.1113,8324.1201,8299,8324.1201
5/22/18 2:30,8325.9707,8349.5234,8306.8242,8318.1113
5/22/18 2:00,8291.9746,8338.0898,8288.1963,8325.9766
5/22/18 1:30,8296.9492,8305.7891,8290.251,8292.6055
5/22/18 1:00,8284.9229,8299.959,8278.0059,8296.9492
5/22/18 0:30,8292.8496,8298.3232,8278.4063,8284.9229
5/22/18 0:00,8321.0801,8331.9688,8288.9844,8292.8496
5/21/18 23:30,8318.4668,8326.0752,8307.8359,8321.6953
5/21/18 23:00,8297.3086,8320.3486,8287.9824,8318.4668
5/21/18 22:30,8301.1797,8319.6855,8294.1895,8297.3086
5/21/18 22:00,8283.7451,8306.1152,8270.1182,8301.0576
5/21/18 21:30,8304.1953,8306.7432,8256.6982,8283.1768
5/21/18 21:00,8365.5645,8366.8242,8303.9424,8304.1953
5/21/18 20:30,8397.5391,8398.9199,8337.7783,8365.5645
